ts,cpu_mean,memory_mean,cpu_std,memory_std,request_rate_mean,request_rate_std
00:00:00,0.1302274335723868,0.6105737193176928,0.0145669996550247,0.0133304484571153,3480.4572309159057,4266.785678629816
00:01:00,0.1373450762858414,0.6105189314885255,0.015196145273545,0.0133439424356842,3323.016802660612,4075.8606164802495
00:02:00,0.1369912063208401,0.6103940131526735,0.0151877958907761,0.0136162387498677,3307.868317787505,4051.5816919005024
00:03:00,0.1361376856000938,0.6103538310251486,0.0155557739380193,0.0134540059111845,3360.0975163235057,4165.369765764521
00:04:00,0.1345997972788298,0.6106108663308528,0.0151178372971831,0.013340306035882,3365.399896292533,4158.993975745103
00:05:00,0.1349925164836528,0.6108177104379845,0.0149489482887299,0.013204638513046,3429.2690258686366,4249.80030788569
00:06:00,0.1351464068097431,0.6110036393875665,0.0149140319489823,0.0131654634274343,3369.367203906482,4157.448781078115
00:07:00,0.1355484144375595,0.6108065750594511,0.0151934262632501,0.013214585481841,3313.0514846692986,4073.6228648228735
00:08:00,0.134343098322401,0.6107269026791067,0.0149444699579566,0.0133678145742699,3379.11882817806,4158.998902839138
00:09:00,0.1337386100149419,0.6105369692393438,0.0149029516545583,0.0133969770087729,3376.084298200759,4169.75732495571
00:10:00,0.1350945253701357,0.6106986049609592,0.0150467470879638,0.0133306931091144,3496.1868348203757,4333.36455125924
00:11:00,0.1367111466593212,0.6108074617816923,0.0149827129295409,0.013309399213765,3450.002295122474,4251.244733822736
00:12:00,0.136819636437921,0.6107957765761705,0.0149770685623397,0.0133093443653478,3534.7569755543204,4399.196377565952
00:13:00,0.1368760097414519,0.610825486881511,0.0151194548447032,0.0133106856476296,3320.7561720326694,4060.309028035965
00:14:00,0.1358911472605644,0.6109446237488615,0.0150669460020087,0.0133214279786263,3340.8147881342925,4094.123117067238
00:15:00,0.1351228357645179,0.6106133916264358,0.0149163799344229,0.0134869875888633,3427.715296661095,4235.196587184755
00:16:00,0.1365913464922561,0.6107154790582099,0.0152848364614648,0.0134454857027223,3370.072506301314,4148.13398415668
